condition_group,condition,therapy_group,therapy,clinicaltrials_n,pubmed_n,trials_url,articles_url,year_min,year_max,study_types,countries,evidence_direction,effect_size_estimate,quality_rating,sample_size_min,source,country,last_updated
Musculoskeletal & Pain,Headache,Behavioural & Lifestyle,Exercise Therapy,7,334,https://clinicaltrials.gov/search?cond=%28Headache%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Headache%22+OR+%22headache+disorders%22+OR+%22headache+disorders%2C+primary%22+OR+%22headache%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Headache,Traditional,Herbal,0,798,https://clinicaltrials.gov/search?cond=%28Headache%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Headache%22+OR+%22headache+disorders%22+OR+%22headache+disorders%2C+primary%22+OR+%22headache%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Headache,Behavioural & Lifestyle,Massage,12,291,https://clinicaltrials.gov/search?cond=%28Headache%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Headache%22+OR+%22headache+disorders%22+OR+%22headache+disorders%2C+primary%22+OR+%22headache%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Headache,Mind–Body,Meditation,13,197,https://clinicaltrials.gov/search?cond=%28Headache%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Headache%22+OR+%22headache+disorders%22+OR+%22headache+disorders%2C+primary%22+OR+%22headache%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Headache,Mind–Body,Qi Gong,0,13,https://clinicaltrials.gov/search?cond=%28Headache%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Headache%22+OR+%22headache+disorders%22+OR+%22headache+disorders%2C+primary%22+OR+%22headache%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Headache,Mind–Body,Tai Chi,0,25,https://clinicaltrials.gov/search?cond=%28Headache%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Headache%22+OR+%22headache+disorders%22+OR+%22headache+disorders%2C+primary%22+OR+%22headache%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Headache,Mind–Body,Yoga,10,106,https://clinicaltrials.gov/search?cond=%28Headache%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Headache%22+OR+%22headache+disorders%22+OR+%22headache+disorders%2C+primary%22+OR+%22headache%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Infertility,Traditional,Acupuncture,18,483,https://clinicaltrials.gov/search?cond=%28Infertility%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Infertility%22+OR+%22infertility%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Infertility,Behavioural & Lifestyle,Aromatherapy,1,27,https://clinicaltrials.gov/search?cond=%28Infertility%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Infertility%22+OR+%22infertility%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Infertility,Traditional,Ayurveda,0,94,https://clinicaltrials.gov/search?cond=%28Infertility%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Infertility%22+OR+%22infertility%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Infertility,Behavioural & Lifestyle,Cognitive Behavioural Therapy,1,103,https://clinicaltrials.gov/search?cond=%28Infertility%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Infertility%22+OR+%22infertility%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Infertility,Behavioural & Lifestyle,Exercise Therapy,1,105,https://clinicaltrials.gov/search?cond=%28Infertility%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Infertility%22+OR+%22infertility%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Infertility,Traditional,Herbal,0,999,https://clinicaltrials.gov/search?cond=%28Infertility%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Infertility%22+OR+%22infertility%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Infertility,Behavioural & Lifestyle,Massage,2,88,https://clinicaltrials.gov/search?cond=%28Infertility%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Infertility%22+OR+%22infertility%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Infertility,Mind–Body,Meditation,9,86,https://clinicaltrials.gov/search?cond=%28Infertility%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Infertility%22+OR+%22infertility%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Infertility,Mind–Body,Qi Gong,0,3,https://clinicaltrials.gov/search?cond=%28Infertility%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Infertility%22+OR+%22infertility%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Infertility,Mind–Body,Tai Chi,0,2,https://clinicaltrials.gov/search?cond=%28Infertility%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Infertility%22+OR+%22infertility%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Women's Health,Infertility,Mind–Body,Yoga,2,53,https://clinicaltrials.gov/search?cond=%28Infertility%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Infertility%22+OR+%22infertility%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Other,Insomnia,Traditional,Acupuncture,36,945,https://clinicaltrials.gov/search?cond=%28Insomnia%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Insomnia%22+OR+%22insomnia%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Other,Insomnia,Behavioural & Lifestyle,Aromatherapy,2,84,https://clinicaltrials.gov/search?cond=%28Insomnia%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Insomnia%22+OR+%22insomnia%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Other,Insomnia,Traditional,Ayurveda,0,70,https://clinicaltrials.gov/search?cond=%28Insomnia%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Insomnia%22+OR+%22insomnia%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Other,Insomnia,Behavioural & Lifestyle,Cognitive Behavioural Therapy,305,2996,https://clinicaltrials.gov/search?cond=%28Insomnia%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Insomnia%22+OR+%22insomnia%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Other,Insomnia,Behavioural & Lifestyle,Exercise Therapy,2,242,https://clinicaltrials.gov/search?cond=%28Insomnia%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Insomnia%22+OR+%22insomnia%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Other,Insomnia,Traditional,Herbal,1,942,https://clinicaltrials.gov/search?cond=%28Insomnia%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Insomnia%22+OR+%22insomnia%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Other,Insomnia,Behavioural & Lifestyle,Massage,3,139,https://clinicaltrials.gov/search?cond=%28Insomnia%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Insomnia%22+OR+%22insomnia%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Other,Insomnia,Mind–Body,Meditation,30,450,https://clinicaltrials.gov/search?cond=%28Insomnia%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Insomnia%22+OR+%22insomnia%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Other,Insomnia,Mind–Body,Qi Gong,0,39,https://clinicaltrials.gov/search?cond=%28Insomnia%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Insomnia%22+OR+%22insomnia%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Other,Insomnia,Mind–Body,Tai Chi,6,64,https://clinicaltrials.gov/search?cond=%28Insomnia%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Insomnia%22+OR+%22insomnia%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Other,Insomnia,Mind–Body,Yoga,14,179,https://clinicaltrials.gov/search?cond=%28Insomnia%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Insomnia%22+OR+%22insomnia%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Irritable Bowel Syndrome,Traditional,Acupuncture,14,433,https://clinicaltrials.gov/search?cond=%28Irritable+Bowel+Syndrome%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Irritable+Bowel+Syndrome%22+OR+%22irritable+bowel+syndrome%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Irritable Bowel Syndrome,Behavioural & Lifestyle,Aromatherapy,0,15,https://clinicaltrials.gov/search?cond=%28Irritable+Bowel+Syndrome%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Irritable+Bowel+Syndrome%22+OR+%22irritable+bowel+syndrome%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Irritable Bowel Syndrome,Traditional,Ayurveda,2,18,https://clinicaltrials.gov/search?cond=%28Irritable+Bowel+Syndrome%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Irritable+Bowel+Syndrome%22+OR+%22irritable+bowel+syndrome%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Irritable Bowel Syndrome,Behavioural & Lifestyle,Cognitive Behavioural Therapy,16,408,https://clinicaltrials.gov/search?cond=%28Irritable+Bowel+Syndrome%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Irritable+Bowel+Syndrome%22+OR+%22irritable+bowel+syndrome%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Irritable Bowel Syndrome,Behavioural & Lifestyle,Exercise Therapy,2,43,https://clinicaltrials.gov/search?cond=%28Irritable+Bowel+Syndrome%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Irritable+Bowel+Syndrome%22+OR+%22irritable+bowel+syndrome%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Irritable Bowel Syndrome,Traditional,Herbal,2,488,https://clinicaltrials.gov/search?cond=%28Irritable+Bowel+Syndrome%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Irritable+Bowel+Syndrome%22+OR+%22irritable+bowel+syndrome%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Irritable Bowel Syndrome,Behavioural & Lifestyle,Massage,0,44,https://clinicaltrials.gov/search?cond=%28Irritable+Bowel+Syndrome%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Irritable+Bowel+Syndrome%22+OR+%22irritable+bowel+syndrome%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Irritable Bowel Syndrome,Mind–Body,Meditation,9,119,https://clinicaltrials.gov/search?cond=%28Irritable+Bowel+Syndrome%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Irritable+Bowel+Syndrome%22+OR+%22irritable+bowel+syndrome%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Irritable Bowel Syndrome,Mind–Body,Qi Gong,0,6,https://clinicaltrials.gov/search?cond=%28Irritable+Bowel+Syndrome%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Irritable+Bowel+Syndrome%22+OR+%22irritable+bowel+syndrome%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Irritable Bowel Syndrome,Mind–Body,Tai Chi,1,9,https://clinicaltrials.gov/search?cond=%28Irritable+Bowel+Syndrome%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Irritable+Bowel+Syndrome%22+OR+%22irritable+bowel+syndrome%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Irritable Bowel Syndrome,Mind–Body,Yoga,7,82,https://clinicaltrials.gov/search?cond=%28Irritable+Bowel+Syndrome%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Irritable+Bowel+Syndrome%22+OR+%22irritable+bowel+syndrome%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Knee Pain,Traditional,Acupuncture,1,159,https://clinicaltrials.gov/search?cond=%28Knee+Pain%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Knee+Pain%22+OR+%22knee+pain%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Knee Pain,Behavioural & Lifestyle,Aromatherapy,0,7,https://clinicaltrials.gov/search?cond=%28Knee+Pain%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Knee+Pain%22+OR+%22knee+pain%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Knee Pain,Traditional,Ayurveda,0,7,https://clinicaltrials.gov/search?cond=%28Knee+Pain%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Knee+Pain%22+OR+%22knee+pain%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Knee Pain,Behavioural & Lifestyle,Cognitive Behavioural Therapy,2,23,https://clinicaltrials.gov/search?cond=%28Knee+Pain%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Knee+Pain%22+OR+%22knee+pain%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Knee Pain,Behavioural & Lifestyle,Exercise Therapy,2,588,https://clinicaltrials.gov/search?cond=%28Knee+Pain%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Knee+Pain%22+OR+%22knee+pain%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Knee Pain,Traditional,Herbal,1,55,https://clinicaltrials.gov/search?cond=%28Knee+Pain%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Knee+Pain%22+OR+%22knee+pain%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Knee Pain,Behavioural & Lifestyle,Massage,0,43,https://clinicaltrials.gov/search?cond=%28Knee+Pain%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Knee+Pain%22+OR+%22knee+pain%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Knee Pain,Mind–Body,Meditation,2,12,https://clinicaltrials.gov/search?cond=%28Knee+Pain%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Knee+Pain%22+OR+%22knee+pain%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Knee Pain,Mind–Body,Qi Gong,0,4,https://clinicaltrials.gov/search?cond=%28Knee+Pain%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Knee+Pain%22+OR+%22knee+pain%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Knee Pain,Mind–Body,Tai Chi,0,24,https://clinicaltrials.gov/search?cond=%28Knee+Pain%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Knee+Pain%22+OR+%22knee+pain%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Knee Pain,Mind–Body,Yoga,2,16,https://clinicaltrials.gov/search?cond=%28Knee+Pain%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Knee+Pain%22+OR+%22knee+pain%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Low Back Pain,Traditional,Acupuncture,56,1161,https://clinicaltrials.gov/search?cond=%28Low+Back+Pain%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Low+Back+Pain%22+OR+%22low+back+pain%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Low Back Pain,Behavioural & Lifestyle,Aromatherapy,0,5,https://clinicaltrials.gov/search?cond=%28Low+Back+Pain%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Low+Back+Pain%22+OR+%22low+back+pain%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Low Back Pain,Traditional,Ayurveda,0,22,https://clinicaltrials.gov/search?cond=%28Low+Back+Pain%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Low+Back+Pain%22+OR+%22low+back+pain%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Low Back Pain,Behavioural & Lifestyle,Cognitive Behavioural Therapy,19,500,https://clinicaltrials.gov/search?cond=%28Low+Back+Pain%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Low+Back+Pain%22+OR+%22low+back+pain%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Low Back Pain,Behavioural & Lifestyle,Exercise Therapy,29,2769,https://clinicaltrials.gov/search?cond=%28Low+Back+Pain%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Low+Back+Pain%22+OR+%22low+back+pain%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Low Back Pain,Traditional,Herbal,3,163,https://clinicaltrials.gov/search?cond=%28Low+Back+Pain%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Low+Back+Pain%22+OR+%22low+back+pain%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Low Back Pain,Behavioural & Lifestyle,Massage,33,482,https://clinicaltrials.gov/search?cond=%28Low+Back+Pain%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Low+Back+Pain%22+OR+%22low+back+pain%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
